mb_code16,sa1_code16,sa2_code16,sa2_name,sa3_code16,sa3_name,lga_name,uhi_mean,canopy_pct,grass_pct,shrub_pct,any_veg_pct,shrub_tree_pct,tree_03_10_pct,tree_10_15_pct,tree_15plus_pct,mb_category,dwellings,persons,area_sqkm,irsd_score,irsd_decile
20337200000,21101125909,211011259,Wantirna,21101,Knox,Knox (C),7.3998,14.8549,7.4961,6.3002,28.6512,21.1552,12.2593,2.5804,0.0152,Residential,31,46,0.0156,928,2
20333800000,21101125917,211011259,Wantirna,21101,Knox,Knox (C),8.5709,11.2239,6.5118,6.7269,24.4625,17.9508,9.0995,1.6516,0.4728,Residential,30,98,0.0299,1093,9
20337110000,21101125412,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),5.192,31.0687,19.538,6.3967,57.0034,37.4654,16.4086,12.6834,1.9767,Parkland,0,0,0.0699,1110,10
20337120000,21101125410,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.3377,10.5941,6.5695,7.8359,24.9995,18.43,9.4754,1.0646,0.0542,Residential,34,81,0.0237,1079,8
20337130000,21101125909,211011259,Wantirna,21101,Knox,Knox (C),6.2728,23.7913,33.7992,2.9464,60.5368,26.7377,9.5004,9.3892,4.9018,Transport,0,0,0.0609,928,2
20363850000,20702142509,207021425,Doncaster East (South),20702,Manningham - West,Manningham (C),8.5568,18.1155,8.1506,10.0739,36.34,28.1894,14.5428,3.0232,0.5496,Residential,49,118,0.0402,1041,7
20337140000,21101125909,211011259,Wantirna,21101,Knox,Knox (C),7.3806,14.7528,16.8576,5.3742,36.9846,20.127,10.7574,2.8532,1.1423,Residential,56,144,0.0577,928,2
20337150000,21101125902,211011259,Wantirna,21101,Knox,Knox (C),7.9035,15.5721,12.2699,6.2495,34.0915,21.8216,11.1793,2.9077,1.485,Residential,53,143,0.051,1056,7
20337160000,21101125902,211011259,Wantirna,21101,Knox,Knox (C),5.6418,24.4157,31.8115,8.4812,64.7084,32.8969,12.1385,8.0398,4.2374,Parkland,0,0,0.0061,1056,7
20337170000,21101125909,211011259,Wantirna,21101,Knox,Knox (C),7.6363,19.1887,14.2329,5.8705,39.2921,25.0592,11.4086,4.4397,3.3403,Residential,59,130,0.0668,928,2
20337180000,21101125909,211011259,Wantirna,21101,Knox,Knox (C),7.0722,22.6694,9.0666,6.5674,38.3034,29.2368,13.7199,4.9154,4.0342,Residential,29,81,0.0363,928,2
20337190000,21101125909,211011259,Wantirna,21101,Knox,Knox (C),6.3508,12.5724,20.5865,5.3887,38.5476,17.9611,5.4703,2.871,4.2311,Residential,30,66,0.0233,928,2
20363810000,21102126119,211021261,Donvale - Park Orchards,21102,Manningham - East,Manningham (C),9.6744,11.2752,10.4552,9.7579,31.4883,21.0331,9.5069,1.4932,0.2751,Residential,51,148,0.0464,1125,10
20363820000,21102126121,211021261,Donvale - Park Orchards,21102,Manningham - East,Manningham (C),7.3255,23.8225,14.8402,9.1606,47.8234,32.9832,16.6722,5.1197,2.0306,Residential,29,90,0.0612,1121,10
20363830000,20702142534,207021425,Doncaster East (South),20702,Manningham - West,Manningham (C),9.9367,6.5052,15.7377,4.3648,26.6077,10.87,3.662,1.5241,1.3192,Education,0,3,0.0764,1024,6
20363840000,20702142514,207021425,Doncaster East (South),20702,Manningham - West,Manningham (C),8.3195,13.0379,16.2702,2.2845,31.5925,15.3223,5.9009,3.4396,3.6974,Education,0,0,0.021,1015,5
20361040000,20702142420,207021424,Doncaster East (North),20702,Manningham - West,Manningham (C),8.6304,14.7396,8.2155,9.8294,32.7845,24.569,12.2679,2.0016,0.4702,Residential,35,112,0.0484,1099,9
20364642000,21102126108,211021261,Donvale - Park Orchards,21102,Manningham - East,Manningham (C),8.3945,4.4318,0.8272,1.1208,6.3798,5.5526,2.7445,1.5783,0.1091,Transport,0,0,0.0193,1045,7
20364650000,21102126129,211021261,Donvale - Park Orchards,21102,Manningham - East,Manningham (C),8.0635,16.061,10.0945,8.0594,34.2149,24.1204,10.944,2.6945,2.4225,Residential,39,121,0.0318,1068,8
20364660000,20702142415,207021424,Doncaster East (North),20702,Manningham - West,Manningham (C),7.4955,21.642,9.5165,6.7529,37.9114,28.395,12.2374,5.7101,3.6946,Residential,45,129,0.0594,1080,8
20364670000,21102126122,211021261,Donvale - Park Orchards,21102,Manningham - East,Manningham (C),7.3099,38.1598,8.4403,5.9964,52.5965,44.1563,15.1524,12.7992,10.2082,Education,0,0,0.0261,1126,10
20364681000,20702142412,207021424,Doncaster East (North),20702,Manningham - West,Manningham (C),8.9147,19.1086,11.3158,10.6651,41.0895,29.7736,15.2232,2.3969,1.4884,Residential,25,89,0.032,1095,9
20364682000,20702142426,207021424,Doncaster East (North),20702,Manningham - West,Manningham (C),8.9423,18.617,12.7125,8.1111,39.4405,26.728,13.2435,2.753,2.6205,Residential,25,82,0.0326,1106,10
20364690000,20702115729,207021157,Doncaster,20702,Manningham - West,Manningham (C),8.0803,15.7756,5.7598,8.3051,29.8404,24.0807,13.084,2.2358,0.4558,Residential,60,147,0.0532,1050,7
20364700000,20702115624,207021156,Bulleen,20702,Manningham - West,Manningham (C),9.2456,11.4709,9.1614,7.8696,28.5018,19.3404,11.0514,0.4195,0.0,Residential,37,95,0.028,1018,5
20364710000,20702115727,207021157,Doncaster,20702,Manningham - West,Manningham (C),7.7345,15.4392,7.5987,8.685,31.7228,24.1242,11.9087,2.9334,0.597,Residential,29,74,0.0262,1011,5
20364720000,20702142505,207021425,Doncaster East (South),20702,Manningham - West,Manningham (C),8.1248,11.6885,5.0814,5.9774,22.7472,17.6658,9.8302,1.7211,0.1372,Residential,54,92,0.0295,1022,6
20364730000,20702115742,207021157,Doncaster,20702,Manningham - West,Manningham (C),8.1829,17.1664,5.7894,7.1754,30.1312,24.3418,12.7719,2.776,1.6185,Residential,33,64,0.0221,1048,7
20365620000,20702115707,207021157,Doncaster,20702,Manningham - West,Manningham (C),8.2256,12.6411,4.9481,8.0358,25.625,20.6769,11.082,0.6279,0.9312,Residential,54,113,0.0279,1006,5
20364740000,20702115721,207021157,Doncaster,20702,Manningham - West,Manningham (C),8.1627,12.7552,18.2717,6.1722,37.1991,18.9274,9.7548,2.5104,0.4901,Residential,29,82,0.0613,1035,6
20364750000,20702115727,207021157,Doncaster,20702,Manningham - West,Manningham (C),8.63,12.6373,6.6163,7.809,27.0626,20.4464,11.6161,0.9486,0.0726,Residential,40,75,0.0322,1011,5
20364760000,20702115720,207021157,Doncaster,20702,Manningham - West,Manningham (C),8.6803,11.4613,9.3743,8.2184,29.054,19.6798,10.51,0.9075,0.0438,Residential,54,129,0.0442,1039,6
20364770000,20702115731,207021157,Doncaster,20702,Manningham - West,Manningham (C),7.3903,30.6986,24.5973,2.0269,57.3229,32.7255,13.6679,10.9982,6.0326,Parkland,0,0,0.0228,1057,7
20364780000,21102126102,211021261,Donvale - Park Orchards,21102,Manningham - East,Manningham (C),8.4005,15.3021,7.8137,7.1646,30.2803,22.4666,11.5701,2.2826,1.4493,Residential,38,72,0.0339,1057,7
20364790000,21102126139,211021261,Donvale - Park Orchards,21102,Manningham - East,Manningham (C),8.6268,8.4939,10.8158,7.6075,26.9172,16.1014,7.7406,0.7271,0.0263,Residential,52,137,0.0356,1059,7
20336771000,21101125433,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),7.6269,16.1553,10.9395,8.8964,35.9912,25.0517,14.2306,1.8684,0.0563,Residential,38,97,0.0379,1074,8
20336772000,21101125434,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.314,7.8218,12.2155,8.5794,28.6166,16.4011,6.8882,0.3931,0.5404,Residential,26,66,0.0226,1051,7
20336780000,21101125935,211011259,Wantirna,21101,Knox,Knox (C),7.4112,14.2158,12.7609,7.1202,34.0968,21.336,11.7085,2.2581,0.2492,Residential,54,161,0.0625,1080,8
20336790000,21101126047,211011260,Wantirna South,21101,Knox,Knox (C),6.3792,12.0794,50.6814,1.986,64.7469,14.0655,5.371,5.181,1.5274,Parkland,0,0,0.0748,1084,9
20336800000,21101125901,211011259,Wantirna,21101,Knox,Knox (C),6.0675,40.1104,8.1989,2.8555,51.1648,42.9659,15.0959,20.3783,4.6362,Residential,35,61,0.2245,1046,7
20336810000,21101126025,211011260,Wantirna South,21101,Knox,Knox (C),8.0121,30.3977,24.1972,2.2184,56.8133,32.6161,13.3207,12.4453,4.6317,Parkland,0,0,0.0077,1090,9
20364800000,21102126101,211021261,Donvale - Park Orchards,21102,Manningham - East,Manningham (C),8.5987,12.0389,9.0851,8.2535,29.3775,20.2924,9.4844,1.0704,1.4841,Residential,28,77,0.0257,1078,8
20336820000,21101126021,211011260,Wantirna South,21101,Knox,Knox (C),9.6998,4.2976,8.7934,8.0453,21.1363,12.3429,3.8662,0.3856,0.0458,Residential,216,271,0.0805,937,3
20336830000,21101125918,211011259,Wantirna,21101,Knox,Knox (C),7.9027,18.7654,9.4776,3.7021,31.9451,22.4674,10.5129,5.9102,2.3423,Residential,46,121,0.0678,1033,6
20336840000,21101125932,211011259,Wantirna,21101,Knox,Knox (C),8.5298,15.5981,5.6302,4.8698,26.0981,20.4679,9.5363,4.5684,1.4934,Residential,57,161,0.0535,1089,9
20336850000,21101126041,211011260,Wantirna South,21101,Knox,Knox (C),8.6334,14.1568,10.283,5.9813,30.421,20.1381,10.5597,3.1906,0.4064,Residential,42,121,0.0547,989,4
20336860000,21101125408,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.0588,14.1324,9.1886,6.6953,30.0162,20.8277,10.7281,2.8271,0.5772,Residential,41,128,0.0462,1009,5
20336870000,21101125931,211011259,Wantirna,21101,Knox,Knox (C),7.9663,19.2354,11.6112,4.5068,35.3534,23.7422,10.8088,6.124,2.3027,Residential,37,100,0.0852,1031,6
20334172000,21101125101,211011251,Bayswater,21101,Knox,Knox (C),7.2329,10.4469,8.9519,2.098,21.4968,12.5449,4.3832,3.3159,2.7478,Industrial,0,0,0.112,1047,7
20334180000,21101126019,211011260,Wantirna South,21101,Knox,Knox (C),8.5245,9.902,5.6424,5.3654,20.9097,15.2673,6.534,1.9398,1.4281,Residential,41,107,0.0262,1054,7
20334190000,21101126014,211011260,Wantirna South,21101,Knox,Knox (C),8.0437,16.0932,6.3971,6.0018,28.492,22.0949,10.8224,3.1536,2.1172,Residential,58,157,0.0539,1050,7
20334200000,21101126041,211011260,Wantirna South,21101,Knox,Knox (C),7.9173,9.7702,14.7916,3.7928,28.3546,13.563,6.9015,2.4472,0.4215,Education,0,0,0.1085,989,4
20364810000,20702142530,207021425,Doncaster East (South),20702,Manningham - West,Manningham (C),8.7329,12.7174,7.244,6.2014,26.1627,18.9188,9.3273,2.2903,1.0998,Residential,40,103,0.0261,1029,6
20334210000,21101126041,211011260,Wantirna South,21101,Knox,Knox (C),8.2883,15.4855,10.2521,5.8574,31.595,21.3429,12.0259,2.808,0.6516,Residential,44,129,0.0471,989,4
20337500000,21101125419,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),6.8663,21.7605,7.6214,4.4733,33.8551,26.2337,13.8049,5.8903,2.0652,Residential,29,77,0.0382,1063,8
20337511000,21101125421,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),7.8852,13.2516,8.6905,4.553,26.4951,17.8046,10.0695,2.3105,0.8716,Residential,23,65,0.0241,1026,6
20337512000,21101125401,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.1941,12.952,6.0599,5.4953,24.5072,18.4473,10.9871,1.2696,0.6953,Residential,19,57,0.0193,1009,5
20337520000,21101125937,211011259,Wantirna,21101,Knox,Knox (C),8.8511,12.4699,4.3856,4.9333,21.7889,17.4032,10.2232,1.8085,0.4383,Residential,53,144,0.0435,1044,7
20337010000,21101126003,211011260,Wantirna South,21101,Knox,Knox (C),6.9791,14.6818,48.9595,4.9858,68.6272,19.6676,8.1667,3.5553,2.9598,Parkland,0,0,0.2661,,
20337021000,21101125411,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.1841,14.5554,8.4902,6.1211,29.1667,20.6765,9.2082,3.6716,1.6757,Residential,36,79,0.0446,1053,7
20337022000,21101125413,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.0402,15.2425,8.7422,5.7096,29.6943,20.952,9.1581,5.4206,0.6638,Residential,19,44,0.0126,1047,7
20337030000,21101125933,211011259,Wantirna,21101,Knox,Knox (C),8.9351,12.2054,4.305,2.7245,19.2349,14.9299,6.2893,3.551,2.3652,Residential,32,109,0.0465,1055,7
20337040000,21101125914,211011259,Wantirna,21101,Knox,Knox (C),8.1457,16.8688,6.8109,5.5717,29.2515,22.4405,9.219,5.3376,2.3122,Residential,30,82,0.0372,1048,7
20337051000,21101125411,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),7.901,12.4044,7.5221,4.8323,24.7587,17.2367,8.8102,2.4264,1.1677,Residential,26,76,0.022,1053,7
20337052000,21101125413,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.1289,9.1729,15.6169,5.6861,30.4759,14.859,7.2552,0.9615,0.9563,Residential,30,128,0.0399,1047,7
20337061000,21101126033,211011260,Wantirna South,21101,Knox,Knox (C),9.0626,9.9338,11.0987,5.1497,26.1822,15.0835,6.8826,2.9351,0.1161,Residential,34,78,0.0277,1061,7
20334410000,21101126013,211011260,Wantirna South,21101,Knox,Knox (C),8.4598,12.2952,11.2468,5.956,29.498,18.2512,9.5099,2.396,0.3892,Residential,28,79,0.0337,1093,9
20334420000,21101125434,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.4559,10.8475,12.9223,6.1113,29.8811,16.9588,8.7914,1.8304,0.2257,Residential,47,148,0.0466,1051,7
20337702000,21101125403,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),7.8964,13.6946,8.9536,6.373,29.0212,20.0676,12.0622,0.8991,0.7333,Residential,36,91,0.0273,1035,6
20337710000,21101125403,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.6163,9.1245,5.551,3.9724,18.6479,13.0969,7.3697,1.2406,0.5142,Residential,73,169,0.0288,1035,6
20337720000,21101125403,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),7.5532,15.6899,7.6233,5.549,28.8622,21.2389,12.7141,2.3179,0.6579,Residential,27,70,0.0198,1035,6
20337740000,21101126026,211011260,Wantirna South,21101,Knox,Knox (C),8.7789,11.2908,8.8947,7.4094,27.5949,18.7002,9.5922,1.4442,0.2544,Residential,55,152,0.0498,1032,6
20337751000,21101125430,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.1066,9.9366,9.7575,8.3131,28.0072,18.2497,8.2733,0.7339,0.9294,Residential,22,63,0.0196,1038,6
20337752000,21101125429,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.697,8.3416,11.1465,6.5181,26.0062,14.8597,7.3458,0.8559,0.1399,Residential,25,87,0.0267,1054,7
20337760000,21101125429,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.131,13.5616,8.2701,6.4619,28.2935,20.0234,10.7831,2.2575,0.521,Residential,38,115,0.0395,1054,7
20337770000,21101125429,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.2454,11.3221,9.0977,6.1418,26.5616,17.4639,8.7323,1.6618,0.928,Residential,29,88,0.0283,1054,7
20337780000,21101126043,211011260,Wantirna South,21101,Knox,Knox (C),8.392,8.5276,12.3783,4.943,25.8489,13.4706,6.6175,1.4872,0.4229,Residential,37,107,0.0495,1078,8
20364820000,20702142510,207021425,Doncaster East (South),20702,Manningham - West,Manningham (C),8.9912,16.4444,7.3087,7.5629,31.3159,24.0073,13.2088,3.1438,0.0918,Residential,39,85,0.0305,1034,6
20337790000,21101126043,211011260,Wantirna South,21101,Knox,Knox (C),7.8157,15.7521,6.8683,6.7476,29.368,22.4997,11.8558,3.509,0.3873,Residential,23,65,0.0193,1078,8
20337212000,21101125426,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),5.4529,4.205,5.3615,0.7736,10.3401,4.9786,2.166,1.6344,0.4046,Industrial,0,0,0.0772,,
20337220000,21101125426,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),6.7093,9.4706,41.7455,1.0955,52.3116,10.5662,5.14,2.9983,1.3323,Commercial,0,0,0.258,,
20337231000,21101126038,211011260,Wantirna South,21101,Knox,Knox (C),9.5359,10.9473,9.1257,8.0765,28.1495,19.0238,10.0588,0.8506,0.0379,Residential,24,70,0.0263,1039,6
20337232000,21101126038,211011260,Wantirna South,21101,Knox,Knox (C),9.3797,10.3469,10.3665,7.2956,28.0091,17.6425,8.463,1.5923,0.2917,Residential,21,57,0.0202,1039,6
20337241000,21101125429,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.2022,8.7881,6.9662,5.5751,21.3293,14.3631,8.1173,0.6506,0.0201,Residential,28,76,0.0251,1054,7
20337242000,21101125429,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.9262,9.7306,4.6409,5.0479,19.4193,14.7784,8.2868,1.1126,0.3312,Residential,47,135,0.0314,1054,7
20337260000,21101126018,211011260,Wantirna South,21101,Knox,Knox (C),8.3961,10.6566,5.0188,4.6016,20.277,15.2583,8.9879,1.3206,0.3481,Residential,35,103,0.0438,1002,5
20337270000,21101126019,211011260,Wantirna South,21101,Knox,Knox (C),8.9315,8.0233,1.1735,1.1806,10.3774,9.2039,4.1157,2.4007,1.507,Commercial,3,4,0.0253,1054,7
20337280000,21101126010,211011260,Wantirna South,21101,Knox,Knox (C),7.0658,38.0357,14.6306,3.1235,55.7897,41.1592,14.409,17.8254,5.8013,Parkland,0,0,0.0268,1082,8
20337290000,21101126011,211011260,Wantirna South,21101,Knox,Knox (C),8.3036,10.9291,7.1872,7.4369,25.5531,18.3659,9.3501,1.3649,0.214,Residential,55,157,0.0499,1084,9
20448460000,20603111505,206031115,Flemington,20603,Essendon,Moonee Valley (C),8.3903,15.7439,4.6533,7.5451,27.9424,23.289,14.1412,1.6028,0.0,Residential,34,64,0.0073,1062,8
20334640000,21101125918,211011259,Wantirna,21101,Knox,Knox (C),7.7577,15.6418,6.587,6.9654,29.1941,22.6072,12.2927,2.9429,0.4061,Residential,39,87,0.0385,1033,6
20337910000,21101125929,211011259,Wantirna,21101,Knox,Knox (C),7.5635,20.0988,4.8067,5.1168,30.0223,25.2156,12.1004,6.8366,1.1618,Residential,38,131,0.0455,1086,9
20337920000,21101125915,211011259,Wantirna,21101,Knox,Knox (C),7.2119,16.0652,47.7635,2.8405,66.6692,18.9057,7.6965,5.0637,3.305,Parkland,0,3,0.0236,1018,5
20337930000,21101125915,211011259,Wantirna,21101,Knox,Knox (C),8.4416,10.5368,28.0107,4.9287,43.4761,15.4654,5.7719,2.5495,2.2154,Education,9,8,0.0225,1018,5
20337940000,21101125917,211011259,Wantirna,21101,Knox,Knox (C),8.1177,14.2887,35.9199,1.4042,51.6128,15.6929,4.9398,4.9565,4.3924,Parkland,0,0,0.0637,1093,9
20337950000,21101125919,211011259,Wantirna,21101,Knox,Knox (C),8.7555,14.7887,7.7984,4.9795,27.5665,19.7681,10.613,3.2606,0.9151,Residential,55,154,0.0613,1064,8
20365560000,20702116022,207021160,Templestowe Lower,20702,Manningham - West,Manningham (C),8.9115,14.4765,7.0649,8.7947,30.3361,23.2712,12.4795,1.2927,0.7043,Residential,51,141,0.0453,1093,9
20337960000,21101125910,211011259,Wantirna,21101,Knox,Knox (C),8.5429,11.8335,8.3882,8.1719,28.3936,20.0054,10.8966,0.9194,0.0175,Residential,45,128,0.0434,1094,9
20337970000,21101125803,211011258,Rowville - South,21101,Knox,Knox (C),7.6723,18.3976,8.1764,7.1652,33.7392,25.5628,13.9537,3.7209,0.723,Residential,47,141,0.0736,1107,10
20337980000,21101125608,211011256,Rowville - Central,21101,Knox,Knox (C),7.4508,9.8628,15.4477,8.1608,33.4712,18.0236,8.387,1.1727,0.3032,Residential,54,153,0.0507,1066,8
20337990000,21101125635,211011256,Rowville - Central,21101,Knox,Knox (C),7.2646,10.8114,8.5962,5.5015,24.9091,16.3129,7.6593,2.3345,0.8176,Residential,50,114,0.0418,1025,6
20338000000,21101125824,211011258,Rowville - South,21101,Knox,Knox (C),8.5986,11.0011,9.9834,7.475,28.4595,18.476,9.4909,1.4942,0.016,Residential,56,172,0.0493,1105,9
20364830000,21102126126,211021261,Donvale - Park Orchards,21102,Manningham - East,Manningham (C),5.1629,32.8801,11.6906,9.2388,53.8095,42.1189,16.917,8.1524,7.8107,Residential,40,110,0.1899,1147,10
20364840000,20702142524,207021425,Doncaster East (South),20702,Manningham - West,Manningham (C),8.5705,12.9584,7.5724,8.5495,29.0803,21.5079,11.3572,1.0536,0.5476,Residential,48,120,0.0376,1043,7
20364850000,20702142516,207021425,Doncaster East (South),20702,Manningham - West,Manningham (C),8.2964,21.1225,4.9481,7.0656,33.1362,28.1881,15.7249,2.8939,2.5036,Residential,24,58,0.0187,1024,6
20364860000,20702142520,207021425,Doncaster East (South),20702,Manningham - West,Manningham (C),8.3628,15.9795,6.8415,6.4435,29.2645,22.423,13.5771,2.2014,0.201,Residential,51,129,0.0372,1040,6
20364870000,20702142520,207021425,Doncaster East (South),20702,Manningham - West,Manningham (C),9.1369,12.8783,5.0269,5.438,23.3431,18.3162,11.9576,0.9111,0.0095,Residential,43,103,0.0218,1040,6
20365542000,20702115938,207021159,Templestowe,20702,Manningham - West,Manningham (C),7.8155,12.2124,11.6963,9.3055,33.2142,21.5179,8.625,2.7547,0.8327,Residential,15,36,0.0141,1037,6
20365550000,20702116008,207021160,Templestowe Lower,20702,Manningham - West,Manningham (C),8.9347,15.1758,5.0516,7.6597,27.8871,22.8355,11.0195,2.8616,1.2947,Residential,32,84,0.0345,1070,8
20365570000,20702116016,207021160,Templestowe Lower,20702,Manningham - West,Manningham (C),9.6321,19.2414,4.6943,8.4246,32.3603,27.666,13.5996,2.9862,2.6556,Residential,43,104,0.0385,1106,10
20365580000,20702115709,207021157,Doncaster,20702,Manningham - West,Manningham (C),8.5278,13.9292,5.5414,7.7993,27.27,21.7286,11.24,1.9691,0.7201,Residential,34,78,0.0348,1078,8
20365590000,20702116015,207021160,Templestowe Lower,20702,Manningham - West,Manningham (C),9.1291,16.796,5.7343,10.9971,33.5274,27.7931,13.2109,2.7067,0.8784,Residential,32,74,0.0299,1088,9
20365600000,20702116020,207021160,Templestowe Lower,20702,Manningham - West,Manningham (C),9.5684,15.3238,7.643,9.1237,32.0906,24.4476,12.9114,1.4372,0.9753,Residential,38,114,0.0344,1065,8
20365610000,20702116009,207021160,Templestowe Lower,20702,Manningham - West,Manningham (C),9.7349,13.1042,3.3542,7.4386,23.8969,20.5427,11.5526,1.5516,0.0,Residential,25,42,0.0105,1030,6
20365630000,20702116010,207021160,Templestowe Lower,20702,Manningham - West,Manningham (C),8.5265,17.0801,3.8993,4.2112,25.1906,21.2913,10.5117,5.1288,1.4396,Hospital/Medical,3,143,0.0522,1029,6
20365640000,20702115745,207021157,Doncaster,20702,Manningham - West,Manningham (C),7.4626,27.8045,3.276,5.9268,37.0073,33.7313,13.0711,8.261,6.4724,Residential,39,85,0.034,1037,6
20365650000,20702115601,207021156,Bulleen,20702,Manningham - West,Manningham (C),8.6665,15.9907,7.7349,6.6672,30.3928,22.6579,12.0394,2.7049,1.2464,Residential,38,95,0.0351,1051,7
20365660000,20702116027,207021160,Templestowe Lower,20702,Manningham - West,Manningham (C),8.1094,30.7993,17.7054,2.9983,51.503,33.7977,13.7371,7.4689,9.5934,Parkland,0,0,0.0146,1070,8
20365670000,20702115732,207021157,Doncaster,20702,Manningham - West,Manningham (C),8.4984,17.0876,8.2596,7.3304,32.6777,24.4181,14.2928,2.0076,0.7872,Residential,30,91,0.0282,1068,8
20365680000,20702115737,207021157,Doncaster,20702,Manningham - West,Manningham (C),8.6336,10.4645,5.353,9.1588,24.9763,19.6233,10.0689,0.3956,0.0,Residential,33,90,0.0288,1056,7
20365700000,20702115741,207021157,Doncaster,20702,Manningham - West,Manningham (C),8.5002,14.9438,5.391,7.4782,27.8131,22.422,11.0811,3.1344,0.7283,Residential,43,121,0.0365,1064,8
20365710000,20702115746,207021157,Doncaster,20702,Manningham - West,Manningham (C),8.4497,11.3602,6.0132,9.8589,27.2324,21.2192,10.2954,1.0635,0.0013,Residential,32,78,0.024,1013,5
20365720000,20702115740,207021157,Doncaster,20702,Manningham - West,Manningham (C),9.3309,8.7844,8.1817,8.4629,25.4289,17.2473,7.8512,0.5365,0.3967,Residential,30,70,0.025,1054,7
20337530000,21101125913,211011259,Wantirna,21101,Knox,Knox (C),9.1425,7.5815,5.7459,6.5222,19.8496,14.1037,6.8362,0.5993,0.146,Residential,33,89,0.0326,1115,10
20337540000,21101125913,211011259,Wantirna,21101,Knox,Knox (C),8.3845,6.9767,6.7857,5.4973,19.2597,12.474,6.8396,0.137,0.0,Residential,28,103,0.0243,1115,10
20337550000,21101125421,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),7.8834,17.7023,8.5361,6.8342,33.0726,24.5365,13.3209,3.3361,1.0452,Residential,55,138,0.0541,1026,6
20337560000,21101126032,211011260,Wantirna South,21101,Knox,Knox (C),8.7464,12.9301,9.6004,5.9668,28.4973,18.8969,10.3976,2.4926,0.0399,Residential,42,114,0.0308,1079,8
20337570000,21101126032,211011260,Wantirna South,21101,Knox,Knox (C),9.1827,9.5532,9.2686,5.0345,23.8564,14.5878,7.5989,1.7117,0.2426,Residential,32,101,0.0278,1079,8
20337580000,21101125930,211011259,Wantirna,21101,Knox,Knox (C),8.4345,15.4866,3.2394,4.7277,23.4537,20.2143,11.3267,2.6804,1.4795,Residential,32,71,0.0328,1078,8
20337590000,21101125930,211011259,Wantirna,21101,Knox,Knox (C),7.9151,16.1346,4.6398,5.3015,26.0759,21.4361,9.9944,3.6179,2.5223,Residential,32,67,0.0304,1078,8
20337601000,21101125421,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),7.7606,19.596,5.5004,5.4604,30.5568,25.0564,12.3224,4.9587,2.315,Residential,34,49,0.0276,1026,6
20337602000,21101125401,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.084,15.2506,9.9181,7.2553,32.4239,22.5058,10.5741,2.2488,2.4277,Residential,33,71,0.0307,1009,5
20337610000,21101125409,211011254,Knoxfield - Scoresby,21101,Knox,Knox (C),8.3845,12.7571,18.1894,5.2146,36.1611,17.9718,9.1807,2.9845,0.5919,Residential,60,154,0.0596,1083,9
20337620000,21101125906,211011259,Wantirna,21101,Knox,Knox (C),8.8465,13.6196,5.8723,7.0656,26.5575,20.6852,11.9896,1.5061,0.1238,Residential,32,87,0.031,1083,9
20338340000,21101125627,211011256,Rowville - Central,21101,Knox,Knox (C),7.8938,12.9457,8.8265,8.7264,30.4986,21.6721,12.2438,0.6984,0.0035,Residential,55,185,0.0569,1105,9
20335042000,21101126029,211011260,Wantirna South,21101,Knox,Knox (C),8.1776,13.4088,7.7362,7.225,28.37,20.6338,12.142,1.2668,0.0,Residential,20,52,0.0194,1089,9
20335050000,21101125914,211011259,Wantirna,21101,Knox,Knox (C),8.0535,15.526,9.6113,7.562,32.6993,23.088,12.0639,2.6974,0.7647,Residential,35,88,0.0327,1048,7
20335061000,21101126027,211011260,Wantirna South,21101,Knox,Knox (C),8.8867,13.9648,8.0962,5.4123,27.4732,19.377,9.4596,2.7849,1.7203,Residential,42,115,0.0591,1075,8
20335062000,21101126027,211011260,Wantirna South,21101,Knox,Knox (C),9.0839,15.4269,7.2688,5.1834,27.8791,20.6103,10.8268,3.8758,0.7243,Residential,16,39,0.0191,1075,8
